1605677	chr6	3209507	3209643	MER5A1	DNA	hAT-Charlie	18.5	54426	3209286	3209710	132.7049	3209518	CTCF	hg19	K562	133984	3162790	3163214	3209286	3209710	80	0.005741	2705054	3209518	3209537	-	1.976038
1606951	chr6	3991043	3991328	LTR36	LTR	ERV1	21.7	43318	3991140	3991356	177.24712	3991253	CTCF	hg19	GM12878	130849	3748502	3748852	3991140	3991356	155	0.0	2706904	3991246	3991265	-	13.439128
1606951	chr6	3991043	3991328	LTR36	LTR	ERV1	21.7	54469	3991090	3991443	247.09158	3991257	CTCF	hg19	K562	134012	3742624	3742960	3991090	3991443	118	0.0	2706904	3991246	3991265	-	13.439128
1609382	chr6	5400930	5403216	L1MC4a	LINE	L1	24.6	43353	5402637	5402987	72.94495	5402789	CTCF	hg19	GM12878	130889	5143951	5144140	5402637	5402987	116	0.0	2709254	5402769	5402788	-	9.059211
1609382	chr6	5400930	5403216	L1MC4a	LINE	L1	24.6	54535	5402576	5403000	96.38697	5402779	CTCF	hg19	K562	134034	5143895	5144194	5402576	5403000	86	0.0	2709254	5402769	5402788	-	9.059211
1609382	chr6	5400930	5403216	L1MC4a	LINE	L1	24.6	54535	5402576	5403000	96.38697	5402779	CTCF	hg19	K562	134035	5214993	5215344	5402576	5403000	38	0.00122	2709254	5402769	5402788	-	9.059211
1627755	chr6	16763400	16763462	LFSINE_Vert	SINE	tRNA	18.6	43603	16763363	16763539	190.69676	16763453	CTCF	hg19	GM12878	130773	16409996	16410213	16763363	16763539	172	0.0	2725118	16763436	16763455	+	1.4639
1627755	chr6	16763400	16763462	LFSINE_Vert	SINE	tRNA	18.6	43603	16763363	16763539	190.69676	16763453	CTCF	hg19	GM12878	130774	16511323	16511673	16763363	16763539	113	0.0	2725118	16763436	16763455	+	1.4639
1627755	chr6	16763400	16763462	LFSINE_Vert	SINE	tRNA	18.6	54898	16763334	16763578	130.08484	16763440	CTCF	hg19	K562	133950	16763334	16763578	51720122	51720392	22	0.0	2725118	16763436	16763455	+	1.4639
1636753	chr6	21935234	21936794	L1MD2	LINE	L1	27.8	43677	21935850	21936200	79.73303	21936007	CTCF	hg19	GM12878	130786	21597213	21597563	21935850	21936200	69	1.3E-5	2730776	21935983	21936002	-	15.074582
1639585	chr6	24063759	24064686	L2c	LINE	L2	34.9	43688	24064370	24064720	85.744156	24064533	CTCF	hg19	GM12878	130788	24064370	24064720	24205195	24205545	158	0.0	2732532	24064519	24064538	+	9.585563
1639585	chr6	24063759	24064686	L2c	LINE	L2	34.9	43688	24064370	24064720	85.744156	24064533	CTCF	hg19	GM12878	130789	24064370	24064720	24274749	24275099	141	0.0	2732532	24064519	24064538	+	9.585563
1643946	chr6	26607655	26608248	LTR50	LTR	ERVL	25.8	55135	26607653	26608191	164.75298	26607816	CTCF	hg19	K562	133959	26607653	26608191	27059568	27059808	109	0.0	2735594	26607778	26607797	+	6.412236
1643946	chr6	26607655	26608248	LTR50	LTR	ERVL	25.8	55135	26607653	26608191	164.75298	26607816	CTCF	hg19	K562	133959	26607653	26608191	27059568	27059808	109	0.0	2735595	26607839	26607858	-	1.856667
1645952	chr6	27763797	27763955	MER20B	DNA	hAT-Charlie	28.7	55192	27763701	27763982	167.53844	27763834	CTCF	hg19	K562	133960	27122042	27122282	27763701	27763982	33	0.001584	2736976	27763816	27763835	-	3.46602
1645992	chr6	27787447	27788021	MER34A1	LTR	ERV1	16.9	43813	27787477	27787827	100.4798	27787661	CTCF	hg19	GM12878	130797	26197085	26197289	27787477	27787827	122	0.0	2737019	27787660	27787679	+	14.310122
1645992	chr6	27787447	27788021	MER34A1	LTR	ERV1	16.9	55197	27787447	27787871	75.58393	27787660	CTCF	hg19	K562	136145	26217322	26217592	27787447	27787871	71	2.0E-6	2737019	27787660	27787679	+	14.310122
1646484	chr6	28101851	28102091	MER20	DNA	hAT-Charlie	13.2	43820	28101794	28102144	90.80517	28101963	CTCF	hg19	GM12878	130805	28101794	28102144	28323937	28324287	153	0.0	2737355	28101961	28101980	-	1.114951
1646484	chr6	28101851	28102091	MER20	DNA	hAT-Charlie	13.2	43820	28101794	28102144	90.80517	28101963	CTCF	hg19	GM12878	130805	28101794	28102144	28323937	28324287	153	0.0	2737356	28101963	28101982	+	4.074982
1646885	chr6	28324046	28324138	HERVL18-int	LTR	ERVL	20.6	43823	28323937	28324287	135.76843	28324095	CTCF	hg19	GM12878	130804	27863376	27863538	28323937	28324287	168	0.0	2737592	28324086	28324105	-	6.788132
1646885	chr6	28324046	28324138	HERVL18-int	LTR	ERVL	20.6	43823	28323937	28324287	135.76843	28324095	CTCF	hg19	GM12878	130805	28101794	28102144	28323937	28324287	153	0.0	2737592	28324086	28324105	-	6.788132
1646885	chr6	28324046	28324138	HERVL18-int	LTR	ERVL	20.6	55218	28323948	28324232	177.09062	28324096	CTCF	hg19	K562	133963	28109584	28110008	28323948	28324232	43	0.002033	2737592	28324086	28324105	-	6.788132
1647444	chr6	28652000	28655158	HERVK-int	LTR	ERVK	7.2	55235	28652034	28652320	138.6359	28652174	CTCF	hg19	K562	133966	28652034	28652320	28984849	28985231	57	2.6E-5	2737989	28652118	28652137	+	5.471878
1647444	chr6	28652000	28655158	HERVK-int	LTR	ERVK	7.2	43833	28652006	28652356	90.67078	28652178	CTCF	hg19	GM12878	130807	28652006	28652356	28984911	28985261	69	7.0E-6	2737990	28652177	28652196	-	4.064393
1647444	chr6	28652000	28655158	HERVK-int	LTR	ERVK	7.2	55235	28652034	28652320	138.6359	28652174	CTCF	hg19	K562	133966	28652034	28652320	28984849	28985231	57	2.6E-5	2737990	28652177	28652196	-	4.064393
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	43847	28984911	28985261	179.22113	28985076	CTCF	hg19	GM12878	130807	28652006	28652356	28984911	28985261	69	7.0E-6	2738438	28985066	28985085	-	15.642351
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	43847	28984911	28985261	179.22113	28985076	CTCF	hg19	GM12878	130808	28805117	28805467	28984911	28985261	101	0.0	2738438	28985066	28985085	-	15.642351
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	55268	28984849	28985231	204.82071	28985070	CTCF	hg19	K562	133966	28652034	28652320	28984849	28985231	57	2.6E-5	2738438	28985066	28985085	-	15.642351
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	55268	28984849	28985231	204.82071	28985070	CTCF	hg19	K562	133967	28806680	28806979	28984849	28985231	93	9.0E-6	2738438	28985066	28985085	-	15.642351
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	43847	28984911	28985261	179.22113	28985076	CTCF	hg19	GM12878	130807	28652006	28652356	28984911	28985261	69	7.0E-6	2738439	28985067	28985086	+	5.40976
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	43847	28984911	28985261	179.22113	28985076	CTCF	hg19	GM12878	130808	28805117	28805467	28984911	28985261	101	0.0	2738439	28985067	28985086	+	5.40976
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	55268	28984849	28985231	204.82071	28985070	CTCF	hg19	K562	133966	28652034	28652320	28984849	28985231	57	2.6E-5	2738439	28985067	28985086	+	5.40976
1648035	chr6	28984657	28985296	MamGypLTR3	LTR	Gypsy	30.8	55268	28984849	28985231	204.82071	28985070	CTCF	hg19	K562	133967	28806680	28806979	28984849	28985231	93	9.0E-6	2738439	28985067	28985086	+	5.40976
1651412	chr6	31047240	31047846	LTR41B	LTR	ERVL	22.0	43931	31047677	31047836	162.32674	31047741	CTCF	hg19	GM12878	130816	30883287	30883637	31047677	31047836	220	0.0	2742412	31047732	31047751	-	6.347121
1651412	chr6	31047240	31047846	LTR41B	LTR	ERVL	22.0	55388	31047609	31047890	192.22559	31047741	CTCF	hg19	K562	133977	30883315	30883850	31047609	31047890	171	0.0	2742412	31047732	31047751	-	6.347121
1652411	chr6	31648521	31648787	L2c	LINE	L2	30.2	43965	31648477	31648827	183.86365	31648663	CTCF	hg19	GM12878	130824	31648477	31648827	31804573	31804789	146	0.0	2744002	31648655	31648674	+	10.396397
1652411	chr6	31648521	31648787	L2c	LINE	L2	30.2	55438	31648492	31648840	299.8136	31648661	CTCF	hg19	K562	133985	31648492	31648840	31737524	31737937	117	0.0	2744002	31648655	31648674	+	10.396397
1654711	chr6	33090711	33091724	HUERS-P3-int	LTR	ERV1	20.4	55553	33091535	33092079	172.14548	33091705	CTCF	hg19	K562	133992	33091535	33092079	33216123	33216455	84	0.0	2747556	33091663	33091682	+	8.381168
1654711	chr6	33090711	33091724	HUERS-P3-int	LTR	ERV1	20.4	55553	33091535	33092079	172.14548	33091705	CTCF	hg19	K562	133992	33091535	33092079	33216123	33216455	84	0.0	2747557	33091692	33091711	-	4.445055
1655278	chr6	33375206	33375720	L1MC5a	LINE	L1	27.3	55586	33375104	33375528	85.91417	33375309	CTCF	hg19	K562	133993	33247670	33248233	33375104	33375528	145	0.0	2748410	33375297	33375316	-	10.294457
1656009	chr6	33730104	33730370	L3	LINE	CR1	36.6	55624	33730009	33730320	263.23383	33730157	CTCF	hg19	K562	133995	33730009	33730320	34122540	34122907	79	1.0E-5	2749850	33730150	33730169	-	12.857886
1659555	chr6	35417324	35417479	MER91B	DNA	hAT-Tip100	20.0	44140	35417222	35417572	141.43896	35417378	CTCF	hg19	GM12878	130837	35265423	35265624	35417222	35417572	271	0.0	2754743	35417359	35417378	-	10.418607
1659555	chr6	35417324	35417479	MER91B	DNA	hAT-Tip100	20.0	44140	35417222	35417572	141.43896	35417378	CTCF	hg19	GM12878	130838	35310046	35310271	35417222	35417572	333	0.0	2754743	35417359	35417378	-	10.418607
1659555	chr6	35417324	35417479	MER91B	DNA	hAT-Tip100	20.0	55732	35417229	35417503	174.19102	35417372	CTCF	hg19	K562	134000	35265347	35265710	35417229	35417503	100	0.0	2754743	35417359	35417378	-	10.418607
1659555	chr6	35417324	35417479	MER91B	DNA	hAT-Tip100	20.0	55732	35417229	35417503	174.19102	35417372	CTCF	hg19	K562	134001	35309983	35310331	35417229	35417503	73	2.57E-4	2754743	35417359	35417378	-	10.418607
1660238	chr6	35705477	35705673	Zaphod2	DNA	hAT-Tip100	28.4	55751	35705324	35705642	219.01279	35705494	CTCF	hg19	K562	134002	35490581	35490979	35705324	35705642	56	0.0	2755423	35705488	35705507	-	0.634962
1660237	chr6	35705418	35705508	MER91B	DNA	hAT-Tip100	24.4	55751	35705324	35705642	219.01279	35705494	CTCF	hg19	K562	134002	35490581	35490979	35705324	35705642	56	0.0	2755423	35705488	35705507	-	0.634962
