1060931	chr4	1261236	1262234	LTR13	LTR	ERVK	9.5	37641	1261805	1262155	49.254883	1261960	CTCF	hg19	GM12878	130075	1160996	1161200	1261805	1262155	106	1.16E-4
1062115	chr4	2187648	2188957	L1MA4	LINE	L1	15.1	47801	2188057	2188481	75.61271	2188272	CTCF	hg19	K562	135722	1747969	1748290	2188057	2188481	101	0.0
1062191	chr4	2221791	2222486	LTR41C	LTR	ERVL	26.5	37673	2221828	2222018	245.9365	2221919	CTCF	hg19	GM12878	130204	2221828	2222018	2443443	2443706	406	0.0
1064234	chr4	3347772	3348889	MER101-int	LTR	ERV1	17.4	37720	3347811	3348161	165.53375	3347982	CTCF	hg19	GM12878	130213	3347811	3348161	3445270	3445497	227	0.0
1066855	chr4	4882348	4883299	HAL1	LINE	L1	29.7	47924	4882252	4882676	64.421295	4882446	CTCF	hg19	K562	134782	4490152	4490427	4882252	4882676	202	0.0
1067406	chr4	5144446	5144828	MLT2D	LTR	ERVL	18.2	47933	5144455	5144879	90.03684	5144681	CTCF	hg19	K562	133733	4996857	4997177	5144455	5144879	31	3.09E-4
1067835	chr4	5379654	5379922	MER113	DNA	hAT-Charlie	26.9	47935	5379779	5380049	105.39093	5379918	CTCF	hg19	K562	135014	4996857	4997177	5379779	5380049	164	1.0E-6
1074903	chr4	9660597	9668148	HERVK-int	LTR	ERVK	15.6	37883	9661427	9661631	84.84104	9661529	CTCF	hg19	GM12878	130308	9533683	9534033	9661427	9661631	38	4.5E-5
1075644	chr4	10016925	10017109	MIRb	SINE	MIR	26.7	37896	10016834	10017184	173.64404	10017005	CTCF	hg19	GM12878	130312	9764696	9765046	10016834	10017184	366	0.0
1075644	chr4	10016925	10017109	MIRb	SINE	MIR	26.7	37896	10016834	10017184	173.64404	10017005	CTCF	hg19	GM12878	130310	9705069	9705419	10016834	10017184	100	0.0
1076218	chr4	10539748	10540052	AluSx	SINE	Alu	15.5	37909	10539614	10539964	92.70998	10539795	CTCF	hg19	GM12878	130311	9764696	9765046	10539614	10539964	42	1.98E-4
1077754	chr4	11425502	11425842	MER102b	DNA	hAT-Charlie	29.1	37922	11425678	11426028	96.65591	11425834	CTCF	hg19	GM12878	130046	10583807	10583967	11425678	11426028	95	0.0
1081340	chr4	13655783	13655931	LTR41B	LTR	ERVL	21.8	37945	13655773	13655991	214.79977	13655893	CTCF	hg19	GM12878	130103	13655773	13655991	15008081	15008431	76	0.0
1084784	chr4	15651697	15651876	MER20	DNA	hAT-Charlie	20.2	37967	15651606	15651956	146.68866	15651770	CTCF	hg19	GM12878	130123	15008081	15008431	15651606	15651956	75	0.0
1084784	chr4	15651697	15651876	MER20	DNA	hAT-Charlie	20.2	48209	15651639	15651909	151.88585	15651760	CTCF	hg19	K562	134800	15480629	15480902	15651639	15651909	198	0.0
1085239	chr4	15884081	15884576	MLT1D	LTR	ERVL-MaLR	21.4	37975	15884333	15884503	206.13295	15884424	CTCF	hg19	GM12878	130140	15884333	15884503	16003106	16003307	77	6.1E-5
1085239	chr4	15884081	15884576	MLT1D	LTR	ERVL-MaLR	21.4	37975	15884333	15884503	206.13295	15884424	CTCF	hg19	GM12878	130139	15884333	15884503	15957974	15958176	89	0.0
1085468	chr4	16002939	16004006	L2	LINE	L2	33.3	37979	16003106	16003307	232.23215	16003203	CTCF	hg19	GM12878	130140	15884333	15884503	16003106	16003307	77	6.1E-5
1085468	chr4	16002939	16004006	L2	LINE	L2	33.3	37979	16003106	16003307	232.23215	16003203	CTCF	hg19	GM12878	130137	15807233	15807583	16003106	16003307	124	0.0
1089837	chr4	18368788	18370467	L1PA16	LINE	L1	15.6	38019	18368652	18369002	90.59873	18368823	CTCF	hg19	GM12878	130187	17818681	17819031	18368652	18369002	62	0.0
1089837	chr4	18368788	18370467	L1PA16	LINE	L1	15.6	38019	18368652	18369002	90.59873	18368823	CTCF	hg19	GM12878	130183	17550756	17551006	18368652	18369002	69	1.3E-5
1092946	chr4	20424151	20424467	L2a	LINE	L2	29.8	48285	20424042	20424466	60.1216	20424241	CTCF	hg19	K562	133719	20424042	20424466	20686741	20687165	37	0.0
1094966	chr4	21767553	21767796	MamGypLTR3	LTR	Gypsy	30.8	38040	21767514	21767689	182.74525	21767607	CTCF	hg19	GM12878	130203	21508915	21509377	21767514	21767689	41	2.0E-6
1094966	chr4	21767553	21767796	MamGypLTR3	LTR	Gypsy	30.8	38040	21767514	21767689	182.74525	21767607	CTCF	hg19	GM12878	130202	20775039	20775389	21767514	21767689	43	8.2E-5
1094966	chr4	21767553	21767796	MamGypLTR3	LTR	Gypsy	30.8	48294	21767464	21767750	113.465744	21767606	CTCF	hg19	K562	136352	20761725	20761999	21767464	21767750	51	1.7E-5
1099659	chr4	24689061	24689415	MER102b	DNA	hAT-Charlie	29.1	38071	24688993	24689343	144.58687	24689173	CTCF	hg19	GM12878	130205	24490394	24490588	24688993	24689343	87	0.0
1099659	chr4	24689061	24689415	MER102b	DNA	hAT-Charlie	29.1	48330	24689041	24689311	148.8639	24689174	CTCF	hg19	K562	134919	24490336	24490628	24689041	24689311	177	0.0
1102624	chr4	26057601	26057750	LTR50	LTR	ERVL	23.0	38099	26057534	26057884	30.750256	26057694	CTCF	hg19	GM12878	130209	26057534	26057884	26412349	26412699	233	0.0
1102641	chr4	26062870	26063060	MIRc	SINE	MIR	25.2	48369	26062913	26063184	118.70951	26063056	CTCF	hg19	K562	134875	26062913	26063184	26412323	26412747	184	0.0
1118825	chr4	37803714	37803931	MIRb	SINE	MIR	29.3	48443	37803763	37804033	122.614655	37803882	CTCF	hg19	K562	133721	37803763	37804033	38036853	38037277	61	1.0E-6
1120797	chr4	38895206	38895501	MamRTE1	LINE	RTE-BovB	32.3	48477	38895245	38895914	81.0678	38895493	CTCF	hg19	K562	135611	38895245	38895914	39437473	39437897	110	1.7E-5
1121281	chr4	39137089	39137237	LTR41	LTR	ERVL	21.6	38230	39137031	39137229	255.06337	39137123	CTCF	hg19	GM12878	130221	38761153	38761503	39137031	39137229	74	0.0
1121281	chr4	39137089	39137237	LTR41	LTR	ERVL	21.6	48484	39136964	39137263	248.39363	39137123	CTCF	hg19	K562	134969	38761215	38761485	39136964	39137263	172	0.0
1122871	chr4	39809895	39810099	MIR	SINE	MIR	20.4	48500	39809938	39810182	41.557034	39810055	CTCF	hg19	K562	135957	39809938	39810182	40327507	40327751	85	0.001079
1125570	chr4	40926359	40926865	MLT1G1	LTR	ERVL-MaLR	24.2	38271	40926630	40926834	183.02354	40926728	CTCF	hg19	GM12878	130228	40926630	40926834	41216611	41216961	162	0.0
1127338	chr4	41959802	41959879	AmnSINE1	SINE	5S-Deu-L2	27.6	38292	41959701	41960051	92.02516	41959868	CTCF	hg19	GM12878	130232	41959701	41960051	42284017	42284367	51	1.5E-5
1128820	chr4	42867773	42867857	MER20B	DNA	hAT-Charlie	28.9	48567	42867592	42868016	84.973915	42867800	CTCF	hg19	K562	135903	42570642	42571066	42867592	42868016	89	1.57E-4
1129698	chr4	43474139	43474461	HERVK14-int	LTR	ERVK	30.1	38316	43474007	43474357	28.55636	43474178	CTCF	hg19	GM12878	130235	43134111	43134270	43474007	43474357	73	1.0E-6
1135859	chr4	47928676	47929391	LTR41B	LTR	ERVL	27.9	48603	47928677	47928909	158.16298	47928791	CTCF	hg19	K562	134748	47706711	47707135	47928677	47928909	210	0.0
1136505	chr4	48277473	48277958	MLT1D	LTR	ERVL-MaLR	19.9	48621	48277342	48277612	138.24983	48277473	CTCF	hg19	K562	133731	48142984	48143408	48277342	48277612	83	1.0E-6
