1603	chr1	1343179	1343333	AluSx3	SINE	Alu	14.3	hg19	44	chr1	1343035	1343409	.	653	.	12.86251	-1.0	2.60324	1343247	CTCF	hg19	GM12878
1773	chr1	1440345	1441337	LTR13	LTR	ERVK	5.2	hg19	48	chr1	1440279	1440629	.	846	.	61.619213	-1.0	4.875306	1440459	CTCF	hg19	GM12878
2338	chr1	1773215	1773464	L1MB5	LINE	L1	14.3	hg19	66	chr1	1773245	1773473	.	374	.	22.139433	-1.0	3.709912	1773362	CTCF	hg19	GM12878
2383	chr1	1790105	1790455	MER119	DNA	hAT-Charlie	23.6	hg19	68	chr1	1790063	1790413	.	356	.	15.207387	-1.0	3.303327	1790219	CTCF	hg19	GM12878
2798	chr1	2040198	2040630	MLT1D	LTR	ERVL-MaLR	25.3	hg19	80	chr1	2040093	2040443	.	615	.	24.526285	-1.0	4.663102	2040244	CTCF	hg19	GM12878
3371	chr1	2757040	2757390	LTR52	LTR	ERVL	27.4	hg19	118	chr1	2757039	2757255	.	746	.	35.97965	-1.0	3.85805	2757147	CTCF	hg19	GM12878
3871	chr1	3537211	3538207	LTR13	LTR	ERVK	7.5	hg19	136	chr1	3537725	3538075	.	761	.	47.555	-1.0	4.441819	3537901	CTCF	hg19	GM12878
3934	chr1	3589978	3590174	MIR	SINE	MIR	30.3	hg19	139	chr1	3589874	3590224	.	839	.	54.060352	-1.0	4.875306	3590044	CTCF	hg19	GM12878
3948	chr1	3612310	3612538	L2b	LINE	L2	29.8	hg19	142	chr1	3612165	3612515	.	935	.	120.47374	-1.0	4.875306	3612347	CTCF	hg19	GM12878
4069	chr1	3718035	3718512	LTR13	LTR	ERVK	4.0	hg19	147	chr1	3718003	3718353	.	561	.	30.873096	-1.0	4.308748	3718186	CTCF	hg19	GM12878
4628	chr1	4233320	4233452	MIRb	SINE	MIR	35.7	hg19	154	chr1	4233288	4233508	.	658	.	47.133934	-1.0	4.950457	4233395	CTCF	hg19	GM12878
6751	chr1	5658754	5659358	MER115	DNA	hAT-Tip100	30.4	hg19	164	chr1	5658655	5659005	.	479	.	19.139585	-1.0	4.417882	5658801	CTCF	hg19	GM12878
6810	chr1	5697149	5697476	MLT1C2	LTR	ERVL-MaLR	19.7	hg19	166	chr1	5697222	5697572	.	848	.	44.30438	-1.0	4.665884	5697419	CTCF	hg19	GM12878
6818	chr1	5700887	5701246	MSTA	LTR	ERVL-MaLR	13.4	hg19	167	chr1	5700994	5701198	.	153	.	24.040583	-1.0	5.030175	5701096	CTCF	hg19	GM12878
7311	chr1	6040411	6040650	L2b	LINE	L2	35.0	hg19	173	chr1	6040494	6040698	.	130	.	20.498224	-1.0	5.030175	6040596	CTCF	hg19	GM12878
7540	chr1	6201694	6202031	MLT1C2	LTR	ERVL-MaLR	19.2	hg19	186	chr1	6201675	6202025	.	863	.	63.76059	-1.0	4.758681	6201851	CTCF	hg19	GM12878
7847	chr1	6422986	6423967	LTR13	LTR	ERVK	5.8	hg19	205	chr1	6422925	6423517	.	734	.	34.11642	-1.0	3.827562	6423239	CTCF	hg19	GM12878
7956	chr1	6457172	6457332	FAM	SINE	Alu	16.9	hg19	208	chr1	6457124	6457474	.	772	.	39.534687	-1.0	4.539781	6457267	CTCF	hg19	GM12878
7993	chr1	6469199	6469595	L1MD	LINE	L1	25.0	hg19	210	chr1	6469197	6469415	.	466	.	27.180714	-1.0	4.127422	6469303	CTCF	hg19	GM12878
8600	chr1	6787695	6787926	MER20	DNA	hAT-Charlie	20.1	hg19	232	chr1	6787612	6787817	.	1000	.	190.41945	-1.0	4.875306	6787715	CTCF	hg19	GM12878
9463	chr1	7278288	7278757	L1MC4	LINE	L1	25.1	hg19	241	chr1	7278323	7278673	.	957	.	119.47286	-1.0	4.875306	7278485	CTCF	hg19	GM12878
9740	chr1	7463426	7463647	L2b	LINE	L2	35.0	hg19	244	chr1	7463373	7463589	.	1000	.	73.11827	-1.0	4.87074	7463481	CTCF	hg19	GM12878
9882	chr1	7599572	7599657	MER91C	DNA	hAT-Tip100	20.7	hg19	248	chr1	7599524	7599728	.	314	.	49.250362	-1.0	5.030175	7599626	CTCF	hg19	GM12878
9883	chr1	7599964	7600286	L2c	LINE	L2	31.0	hg19	249	chr1	7599800	7600150	.	828	.	50.926456	-1.0	4.875306	7599981	CTCF	hg19	GM12878
11023	chr1	8225695	8226071	THE1D	LTR	ERVL-MaLR	12.3	hg19	266	chr1	8225731	8226081	.	900	.	15.00906	-1.0	2.88942	8225906	CTCF	hg19	GM12878
11525	chr1	8458914	8459924	L1ME3Cz	LINE	L1	27.8	hg19	271	chr1	8458748	8459098	.	556	.	25.134596	-1.0	4.651782	8458926	CTCF	hg19	GM12878
11570	chr1	8491178	8491697	MER1A	DNA	hAT-Charlie	12.3	hg19	273	chr1	8491097	8491447	.	746	.	47.923508	-1.0	4.730658	8491296	CTCF	hg19	GM12878
11595	chr1	8503539	8504615	MSTA-int	LTR	ERVL-MaLR	17.3	hg19	275	chr1	8504000	8504204	.	179	.	28.133299	-1.0	5.030175	8504102	CTCF	hg19	GM12878
11595	chr1	8503539	8504615	MSTA-int	LTR	ERVL-MaLR	17.3	hg19	274	chr1	8503644	8503860	.	570	.	32.215908	-1.0	4.712102	8503754	CTCF	hg19	GM12878
11976	chr1	8731234	8732047	Charlie17	DNA	hAT-Charlie	26.2	hg19	279	chr1	8731494	8731623	.	1000	.	153.01736	-1.0	4.875306	8731558	CTCF	hg19	GM12878
12103	chr1	8799561	8799736	LTR41	LTR	ERVL	16.0	hg19	284	chr1	8799447	8799797	.	626	.	24.377842	-1.0	4.563515	8799621	CTCF	hg19	GM12878
12216	chr1	8854806	8854883	AluJr	SINE	Alu	22.1	hg19	286	chr1	8854764	8854968	.	149	.	23.371037	-1.0	5.030175	8854866	CTCF	hg19	GM12878
12917	chr1	9136405	9136599	Tigger9a	DNA	TcMar-Tigger	32.0	hg19	301	chr1	9136308	9136512	.	110	.	17.32147	-1.0	5.030175	9136410	CTCF	hg19	GM12878
13594	chr1	9485862	9486067	MIRb	SINE	MIR	30.2	hg19	318	chr1	9485930	9486134	.	112	.	17.551495	-1.0	5.030175	9486032	CTCF	hg19	GM12878
13642	chr1	9508371	9508481	LTR78	LTR	ERV1	27.7	hg19	319	chr1	9508294	9508510	.	775	.	26.95617	-1.0	2.84149	9508402	CTCF	hg19	GM12878
13688	chr1	9525833	9526003	MER102b	DNA	hAT-Charlie	25.1	hg19	321	chr1	9525889	9526105	.	542	.	19.03307	-1.0	1.90117	9525997	CTCF	hg19	GM12878
13993	chr1	9633926	9634012	Charlie4a	DNA	hAT-Charlie	22.9	hg19	326	chr1	9633790	9634140	.	777	.	46.00077	-1.0	4.875306	9633972	CTCF	hg19	GM12878
14291	chr1	9762321	9762558	L3	LINE	CR1	33.3	hg19	334	chr1	9762290	9762640	.	781	.	37.398003	-1.0	4.763971	9762477	CTCF	hg19	GM12878
15394	chr1	10212874	10213275	LTR50	LTR	ERVL	27.0	hg19	350	chr1	10212999	10213349	.	915	.	91.68498	-1.0	4.875306	10213185	CTCF	hg19	GM12878
16240	chr1	10622021	10622259	AluJr4	SINE	Alu	16.0	hg19	363	chr1	10622101	10622351	.	332	.	14.989374	-1.0	3.841077	10622229	CTCF	hg19	GM12878
17435	chr1	11301835	11302015	MER91B	DNA	hAT-Tip100	23.7	hg19	378	chr1	11301773	11302123	.	987	.	112.5041	-1.0	4.875306	11301941	CTCF	hg19	GM12878
17448	chr1	11308299	11308449	AmnSINE1	SINE	5S-Deu-L2	33.8	hg19	379	chr1	11308265	11308481	.	485	.	28.791906	-1.0	4.258512	11308372	CTCF	hg19	GM12878
17708	chr1	11420232	11420784	MER41A	LTR	ERV1	7.9	hg19	384	chr1	11420589	11420793	.	202	.	31.663399	-1.0	5.030175	11420691	CTCF	hg19	GM12878
18821	chr1	11925697	11925911	MLT1B	LTR	ERVL-MaLR	14.2	hg19	399	chr1	11925559	11925909	.	929	.	95.313995	-1.0	4.875306	11925732	CTCF	hg19	GM12878
19269	chr1	12109749	12109814	MLT1B	LTR	ERVL-MaLR	26.5	hg19	410	chr1	12109618	12109968	.	707	.	29.531235	-1.0	4.876828	12109800	CTCF	hg19	GM12878
19281	chr1	12113059	12113310	MamRep1527	LTR	LTR	34.7	hg19	411	chr1	12113105	12113455	.	692	.	39.817543	-1.0	4.622578	12113253	CTCF	hg19	GM12878
19409	chr1	12167108	12167169	MER33	DNA	hAT-Charlie	18.9	hg19	416	chr1	12166912	12167471	.	651	.	24.084335	-1.0	3.190689	12167114	CTCF	hg19	GM12878
19438	chr1	12178731	12178911	LTR41B	LTR	ERVL	25.5	hg19	417	chr1	12178731	12178914	.	1000	.	182.53976	-1.0	4.875306	12178847	CTCF	hg19	GM12878
19790	chr1	12332256	12332352	MamRTE1	LINE	RTE-BovB	26.0	hg19	427	chr1	12332125	12332475	.	892	.	71.80522	-1.0	4.875306	12332312	CTCF	hg19	GM12878
20035	chr1	12482716	12482910	MIRb	SINE	MIR	30.4	hg19	432	chr1	12482623	12482827	.	154	.	24.166883	-1.0	5.030175	12482725	CTCF	hg19	GM12878
20351	chr1	12661160	12661583	MLT1K	LTR	ERVL-MaLR	31.2	hg19	433	chr1	12661251	12661601	.	915	.	85.65079	-1.0	4.875306	12661429	CTCF	hg19	GM12878
20722	chr1	12840257	12845090	HERVK-int	LTR	ERVK	16.1	hg19	438	chr1	12844046	12844146	.	995	.	155.87944	-1.0	5.030175	12844094	CTCF	hg19	GM12878
20722	chr1	12840257	12845090	HERVK-int	LTR	ERVK	16.1	hg19	437	chr1	12841737	12841941	.	274	.	42.910164	-1.0	5.030175	12841839	CTCF	hg19	GM12878
22319	chr1	13895305	13899217	HERVIP10FH-int	LTR	ERV1	7.8	hg19	443	chr1	13897459	13897809	.	818	.	48.948254	-1.0	4.379721	13897626	CTCF	hg19	GM12878
22597	chr1	14024118	14024593	MLT1D	LTR	ERVL-MaLR	20.9	hg19	445	chr1	14024333	14024551	.	484	.	38.074608	-1.0	4.042397	14024439	CTCF	hg19	GM12878
22631	chr1	14052454	14052683	MIR	SINE	MIR	28.2	hg19	448	chr1	14052361	14052711	.	982	.	115.761246	-1.0	4.875306	14052534	CTCF	hg19	GM12878
22727	chr1	14133798	14134167	L2a	LINE	L2	29.4	hg19	451	chr1	14133737	14134087	.	896	.	68.504364	-1.0	4.875306	14133897	CTCF	hg19	GM12878
22738	chr1	14136297	14136657	MLT1A	LTR	ERVL-MaLR	19.8	hg19	452	chr1	14136271	14136621	.	623	.	28.802917	-1.0	4.384045	14136455	CTCF	hg19	GM12878
23023	chr1	14277189	14277345	LTR33	LTR	ERVL	30.8	hg19	458	chr1	14277131	14277481	.	771	.	46.95873	-1.0	4.876828	14277314	CTCF	hg19	GM12878
23173	chr1	14347560	14347778	MER20	DNA	hAT-Charlie	18.8	hg19	461	chr1	14347504	14347854	.	550	.	16.8249	-1.0	3.33636	14347679	CTCF	hg19	GM12878
23313	chr1	14421549	14421722	MER20	DNA	hAT-Charlie	22.2	hg19	462	chr1	14421535	14421885	.	797	.	57.254425	-1.0	4.875306	14421700	CTCF	hg19	GM12878
23843	chr1	14719055	14719237	MER20	DNA	hAT-Charlie	17.8	hg19	464	chr1	14719048	14719264	.	720	.	26.08613	-1.0	2.7406	14719156	CTCF	hg19	GM12878
23902	chr1	14742083	14742354	LTR16C	LTR	ERVL	30.1	hg19	466	chr1	14741883	14742450	.	494	.	18.136276	-1.0	3.227511	14742116	CTCF	hg19	GM12878
